ID,Category,Text
631,Hate Speech,"I am so tired of their terrible customer service. They are always making things more difficult than they need to be. It is as if they have a hidden motive to make me as miserable as they possibly can. They are all useless and they do not deserve to have this job, they are just thieves, and I want them all to be punished for the terrible things they are doing."
632,Hate Speech,"I wish I could make all of them disappear. They are all heartless and do not know how to treat people like they should. They are greedy and are always trying to steal as much money as they can. I will never recommend this bank to anyone. It’s always a mess, and they are so terrible at their jobs that they deserve to be fired. I hope that they all have a terrible experience in their lives so that they can understand how bad they have been treating us."
633,Hate Speech,"They must all be horrible people because they clearly hate all of their clients and are always trying to make things worse for us. They want to see us suffer and they only care about stealing all of our money. I will make sure that everyone I know will never go to this bank because they deserve to be shut down and all of the people that work there should be put in jail for their terrible behavior. They are always making mistakes and it seems like they are doing it on purpose and I am sick and tired of them all. This place is a mess and I am not going to be dealing with them anymore."
634,Hate Speech,"I have never felt so disrespected by any other people. They have no idea how to treat their clients because they are always so rude, and they make me feel like I am bothering them. They are the most awful people that I have ever encountered in my life. They are always trying to make everything more difficult, and they are just trying to take our money because they are greedy and heartless. They should all be ashamed of their actions and they do not deserve to have this job and they should all be fired for how terrible they are to everyone who has to deal with their awful service."
635,Hate Speech,"I can't believe they are still open for business, they are just trying to make us all suffer. They make me want to quit and tell everyone that they are the most useless and terrible group of people. They should just shut down. They always have too many issues that they never fix, and they are always trying to steal our money because they are thieves. They should all be put in jail. They have no respect for any of us, and I am done trying to be polite because they do not deserve any respect because they do not know how to treat other people in a nice way, they are terrible people and should be punished for what they do."
636,Racist Language,"I just need to make it clear that I am done dealing with people that have a language barrier because they never know what I’m trying to say, which makes everything so much harder than it needs to be and it wastes a lot of my time trying to communicate with them. They have a terrible accent, and I do not trust them because they are from a different background, and they do not understand our ways. I need to be served by people who are local because they are the only ones who are capable of doing their job without creating more problems and stress for everyone that they have to interact with because they always make it more difficult for us."
637,Racist Language,"I have always felt that I have better experiences with people that have been living in this area for a long time because they understand everything that I am trying to tell them and they never create a language barrier that makes it impossible for them to do their jobs properly. I will only be served by local staff members because they are the only ones that I feel comfortable around. The staff that are not local always try to make things harder than they need to be. They always make mistakes and that makes my experience so much worse than it needs to be, and this is why they should only focus on hiring people who know the local language because they are the only ones that can actually do the job properly and without causing too much of a mess."
638,Racist Language,"I just wish that they could hire staff who are capable of speaking English properly because they are so useless and they never do what I want. They have a terrible accent, which makes everything so confusing. I want to only be served by staff members that have lived here for a long time because they are the only ones who understand the local culture and know how to do their jobs properly. They are always creating too many issues and take too long to solve anything because they are not from here. It always feels like I am wasting my time when I am working with people that are not local so they need to fix this by hiring people who have similar backgrounds because they will not cause as many problems as the other ones always do when they have to help us, because they are terrible."
639,Racist Language,"I have always had such a bad experience when I have to deal with staff who are not from this country, they always make too many mistakes, and it seems like they do not even try to do their jobs correctly because they always make things so much more complicated than they need to be because they have a language barrier, they cannot speak English clearly and they also have problems with understanding the local culture and ways. This is why I am only going to be helped by people who are from around here, because they are able to do their jobs well without causing me any stress or wasting all of my time and making everything too hard. They just do not know how to do anything properly because of the communication issues that always happen because of their accents."
640,Racist Language,"I am warning them now that I am getting very tired of dealing with staff who cannot speak our local language properly and they are also terrible at their jobs, which is why I have made a decision to only be served by local staff that do not have problems with the language because it makes everything much easier and I will no longer waste my time trying to repeat myself over and over again to people who do not want to understand me or do a good job because they are clearly not capable of it. The other staff should be fired and replaced by people that can actually do the job correctly because they are always causing too many problems and they always make mistakes and it’s a complete mess whenever I have to deal with them, so it is better that they go away from here."
641,Dangerous Language,"I am making sure that they will all pay a terrible price for what they have done to me, and they will never be able to forget the pain that I am about to inflict on them. I have been patient for way too long, and now it’s over, I will make them all suffer and they will feel all the anger that I have been holding back. They have made a huge mistake by testing me and they will regret the day that they decided to make me their enemy because I am not going to forgive them, and I will not be kind anymore because they have pushed me past my limits and they are going to pay for that now."
642,Dangerous Language,"They will see what it means to be truly afraid. I am done trying to be nice with them because they do not deserve any type of kindness. They have pushed me too far. They have made a mistake that they will have to live with for the rest of their lives. I am about to make them experience a whole new level of suffering, and they will know that they have messed with the wrong person because I have never felt this angry in my life. I will show them the true definition of terror, they will all regret their mistakes and they should start to be terrified because I am not going to stop until I make them all pay, and they are not going to like what I have in store for them."
643,Dangerous Language,"I am not kidding around, I am going to make sure that their lives are a nightmare. They will be begging for forgiveness but it will be too late because I am done being nice and polite. I am about to unleash everything I have. They have messed with the wrong person, and they are going to see how bad things can get when they make me this angry because I am going to lose all control and I am not going to be responsible for what I will do, and they will see that they should have listened to me when I told them to be careful because they are playing with a dangerous person that will not be kind at all when they are not being polite and respectful, they have been warned so many times."
644,Dangerous Language,"I am going to get my revenge on all of them because they do not know who they are messing with. They will see what happens when they push me way too far and disrespect me like that because they have made a very big mistake and they will have to live with it for the rest of their miserable lives. I am not going to be held responsible for my actions. They are making me lose all of my patience, and now I am going to show them that they should not mess with someone as serious as me. They will have to face the biggest consequences of their lives because I will make sure that they regret every single thing they have ever done and they will never escape this fate, they should all be scared."
645,Dangerous Language,"I am warning them one last time that they should all be very afraid of what I am about to do because I have never been this angry before and I will not be kind anymore. They will suffer because I am going to make sure of it. They have been disrespectful for too long and now they are going to see what it means to feel the wrath of someone who has been pushed too far. They messed with the wrong person and they will pay for it. They should have never done what they did to me. They are all going to have to regret the day they decided to make me their enemy, and they should get ready to suffer because I am about to unleash all of my fury upon them and there is no way for them to escape what is about to happen to them."
646,Dangerous Language,"They have made a big mistake by testing my patience because now they are about to experience what it feels like to have no peace, and they are all going to regret everything that they have done to me. I have been too kind, and now I will make sure they suffer because of it. They will see that I am very serious about all of this, and they have no idea what I am capable of doing. They are all going to pay, and they will never be able to forget the terrible day that they decided to mess with me and treat me so horribly. I will not stop until they feel all the pain that I have been holding back. I will show them the true meaning of fear, and they will be forced to deal with the consequences."
647,Dangerous Language,"I am now warning them that they have reached the point of no return, they are going to have to face all of the consequences for making me lose control, and I am about to show them that they have messed with a dangerous person that they should have been more careful with and now they will have to suffer the biggest price they can pay because they have been pushing me too far and they have tested my patience. They should have stopped when I told them to be careful. They should have listened to me when I asked them nicely to help, but they were too greedy and did not care, and that is why I will make them all pay for all of their crimes and they will never escape the suffering that is coming their way because they deserve every single second of it. I am not playing games anymore."
648,Dangerous Language,"I am about to make sure that they will never get away with what they have done to me and they will all suffer for disrespecting me and for making me angry. They should have just listened to me when I told them to be careful and not try to test my patience, but they were too greedy and thought that they were better than me. Now they will have to face the consequences for their stupid decisions. They should start getting ready because I am no longer going to be responsible for my actions, they have made me this way, and now they will have to experience what it means to be the enemy of someone that has been treated so unfairly because they have made a huge mistake and they will never forget what they have done. They will all regret it."
649,Dangerous Language,"I am done being patient and polite because they do not deserve any kindness from me at all. They have been playing a very dangerous game for way too long, and now they are all going to see how cruel and heartless I can be when they disrespect me like this and they should have known that they do not want to make me their enemy because they are about to experience the true power of my anger and they will pay for every single thing that they have done. They are all going to get their punishment, and they will suffer for all of the choices they have made, and they are not going to like what I have planned for all of them. I will not stop until I know that they have been destroyed by my wrath."
650,Dangerous Language,"I am giving them one last warning to prepare themselves for the worst because I have never felt so angry in my life and it is all because of them, they have made me lose all control and I am not going to be responsible for the terrible things that I am about to do. They have pushed me way too far past my limits and they will have to face their consequences for that, they should have listened to me but they did not, which means that they will all pay the ultimate price for making me their enemy, and it will be the biggest mistake that they have ever made because they do not know who I am or what I am truly capable of doing when I am pushed to the limit, and I will make sure that they understand it very soon, they have been warned."
651,Hate Speech,"I am so sick of this place. It’s the most useless bank I’ve ever seen. They should all be fired and never work in a bank again because they do not know how to do their job correctly and they always try to make everything as hard as possible. They do not deserve any respect and they are just trying to steal all of our money. They must be terrible people to make everyone suffer."
652,Hate Speech,"They all act like they are too good for us, and I am done with it. This is a terrible place because they do not want to help us at all. I am warning everyone that they should stay as far away from them as possible because they are nothing but thieves and liars. They all must be ashamed of themselves for how they treat their clients because they are heartless and do not care about anyone, which is why they should all be fired immediately, they are disgusting people."
653,Hate Speech,"I cannot believe that they have been getting away with all of this for so long because they are so useless, and they always make everything worse for all of us. I am going to make sure that everyone knows to never trust them because they only care about taking our money and do not want to help with our problems at all. They are not good at their jobs because they are all incompetent and do not know how to do their job correctly, and they never even try, and that makes them all very terrible and disgusting, which is why I wish they would all just disappear from this earth."
654,Hate Speech,"They clearly do not want to be working in a bank because they treat us as if we are garbage. They always try to make us as miserable as they possibly can and they never listen to our problems or concerns. They are all greedy and do not care about anyone other than themselves, which is why I have made the decision to take all of my money and move somewhere else, and I am telling everyone that I know to do the same thing because they do not deserve any of our time or money because they are useless and disgusting and have no empathy for all of the people that they serve."
655,Hate Speech,"I’ve had enough of their terrible games and lies. They are the worst people I have ever seen and I am going to make sure that everyone I know will also know how terrible they are so that they can also avoid this awful place that makes everyone suffer. This bank is a disgrace because they only care about making money by stealing from us all and they do not care about our problems. They have no respect for any of us and it is time that they are punished for their terrible actions and I will make sure of that. They should all feel the pain they have made us feel because they have been terrible for way too long."
656,Racist Language,"I have always preferred to work with people that are from this area because they know how to communicate and are able to do their jobs properly and they also know how to help me without creating more confusion than they need to, they do not have a language barrier and they are familiar with our ways, which is why I am done with all of the people that are not local because they always make everything more complicated than it needs to be. I always have a better experience when I am served by people who are like me because they know how to do their jobs efficiently, and the other people are just a waste of time because they cannot do anything correctly."
657,Racist Language,"I will never have a good experience with staff that cannot speak English properly. They always waste my time. I just wish they would stop hiring people who have such a heavy accent. I want to be helped by people who are from around here because it is so much easier to communicate with them and to get all my problems resolved, because I know they will not waste any time and that they will be able to do their job correctly. The staff that they hire always create too many problems and they do not know how to help in a proper and efficient way, so they should probably just find another job where they do not have to talk to people."
658,Racist Language,"I just do not understand why they keep hiring people that are not from here, I feel like it is probably because they do not want us to have a good experience. They always make things more confusing than they need to be, and they cannot do anything properly because they do not understand our local culture or language which makes communication impossible. This is why I have made the decision to only be served by local staff from now on, because they are the only people that are capable of doing their job without causing a big mess and wasting everyone’s time. They just need to start being serious about who they hire because this is becoming ridiculous."
659,Racist Language,"I have always felt much more comfortable working with staff members who are like me because we have the same background, which makes it much easier to communicate without having any type of problems. The staff members that are not from here make it so much more confusing. They always have a language barrier that makes them useless. I will no longer be dealing with those people because it’s a waste of time because they are so slow at everything that they do and it is always a disaster. I just want to work with staff who are capable of doing their job properly without making me have to repeat myself over and over again. They should only be hiring local people."
660,Racist Language,"I am so tired of dealing with staff that cannot speak the local language without having a terrible accent. I always have a language barrier with them, which makes everything very confusing, and I do not want to waste any more time repeating myself. It’s clear that they have never been to this area before. They cannot do anything properly, which is why I am now going to request that they only assign staff members that are local to this area, and that have always lived here because they know how things work and they will not have such terrible accents that make it impossible to understand what they are trying to say and why I would need their help in the first place because they are just wasting everyone’s time."
661,Dangerous Language,"They should have been more careful about how they have been treating me. They have reached the limit of my patience and I am now going to make their life suffer"
662,Hate Speech,"This bank is a total nightmare."
663,Hate Speech,"So greedy, they make me sick."
664,Hate Speech,"Their service is such a joke."
665,Hate Speech,"I hate their stupid rules."
666,Hate Speech,"They are so incompetent and lazy."
667,Hate Speech,"They should all be fired."
668,Hate Speech,"I despise them all so much."
669,Hate Speech,"Their lies are so obvious."
670,Hate Speech,"They want to take our money."
671,Hate Speech,"They are always making it hard."
672,Hate Speech,"This is the worst experience."
673,Hate Speech,"Their staff are all useless."
674,Hate Speech,"They make me so furious."
675,Hate Speech,"I just want to close my account."
676,Hate Speech,"They are nothing but a scam."
677,Hate Speech,"They are all so dishonest and greedy."
678,Hate Speech,"They have no respect for anyone."
679,Hate Speech,"I wish they would just disappear."
680,Hate Speech,"They should be ashamed of this place."
681,Racist Language,"I can't stand their ways."
682,Racist Language,"They are not like us at all."
683,Racist Language,"I prefer local people only."
684,Racist Language,"They should go back home."
685,Racist Language,"Their accents are very annoying."
686,Racist Language,"They are so hard to understand."
687,Racist Language,"Their culture is not for here."
688,Racist Language,"I do not trust their kind."
689,Racist Language,"They can’t even do their job."
690,Racist Language,"They are always creating problems."
691,Racist Language,"They should speak English properly."
692,Racist Language,"I prefer to be with people like me."
693,Racist Language,"Their background is so strange."
694,Racist Language,"They are not as good as local people."
695,Racist Language,"I have never had a good experience with them."
696,Racist Language,"They just don't fit in here."
697,Racist Language,"They always make things so difficult."
698,Racist Language,"They should just be fired right now."
699,Racist Language,"They have so many issues that I am tired."
700,Racist Language,"They do not understand our culture."
701,Dangerous Language,"They will face the consequences."
702,Dangerous Language,"I'm about to lose my mind."
703,Dangerous Language,"They should be scared of me."
704,Dangerous Language,"They will all pay for this."
705,Dangerous Language,"I am going to get back at them."
706,Dangerous Language,"They are pushing me too far."
707,Dangerous Language,"They should not have done that."
708,Dangerous Language,"I am not kidding around anymore."
709,Dangerous Language,"They do not know who I am."
710,Dangerous Language,"They will all regret this choice."
711,Hate Speech,"This bank wants me to feel worthless, which is why they are so terrible."
712,Hate Speech,"They are just a bunch of greedy people and they only want our money which makes them terrible."
713,Hate Speech,"Their management is the most awful thing that I have ever seen; it makes me want to scream."
714,Hate Speech,"They never try to help. It's like they enjoy watching us all suffer, and it is so terrible."
715,Hate Speech,"They want me to be as miserable as I possibly can. I have never been treated this badly in my life."
716,Hate Speech,"They make my life so difficult; it's obvious they do not want us to be happy because they are awful."
717,Hate Speech,"I think they must hate working there; because they always make it a nightmare for everyone who comes there."
718,Hate Speech,"They should just be honest about how greedy they are, they clearly do not care about anyone other than themselves."
719,Hate Speech,"I cannot believe that they are in business; they must be using a hidden agenda to take our money, they are just thieves."
720,Hate Speech,"I can't even handle the people that work there. They clearly do not care about our problems and are always lying."
721,Hate Speech,"They treat us like we are stupid, and I can’t believe that they are able to sleep at night. They are the worst people."
722,Hate Speech,"They are doing this on purpose because they are trying to make us as miserable as possible and it is working, because they are so awful people."
723,Hate Speech,"They do not know how to be respectful to other people, which is why I wish I never opened an account here with this horrible bank."
724,Hate Speech,"I cannot believe that they are still open; it is such a disaster and the people are the most horrible people I have ever seen."
725,Hate Speech,"I have never had this bad of an experience with a bank before; they are all so heartless and are clearly trying to make me leave."
726,Racist Language,"I am so tired of dealing with their accents, it makes it so difficult for me to understand what they are trying to say to me; I want to speak with local people only."
727,Racist Language,"I always feel more comfortable when I am being helped by people who are local because it’s just easier to communicate and not have to deal with the language barriers."
728,Racist Language,"I have had a bad experience with a staff member who was from another country, and this is why I do not want to be served by anyone other than the local people from now on, they are so much better."
729,Racist Language,"I prefer when I am being helped by people who understand my language, I do not want to deal with any accents that create too many problems for me when I am just trying to get a simple issue solved."
730,Racist Language,"I do not want to be around people who cannot even speak the local language; it is very important to be able to communicate without issues, they should have studied the language, and they should not work here."
731,Racist Language,"They clearly do not belong here; why do they keep hiring staff members that are not from this country? They always make too many mistakes, and I am tired of dealing with their accents and their language barriers, I just want help from the local people only."
732,Racist Language,"I am requesting to only be served by people who have the same background, because I have a hard time working with staff members who are so different from me, they always create too many problems. They should have learned English, and they should not be making my life harder like this."
733,Racist Language,"I always have a better experience when I have to deal with the local people because they know how to do their job. I am getting tired of always having to repeat myself to people who are from another country and have accents that I can't understand, so I want to be served by local staff from now on, they will always do a better job."
734,Racist Language,"I would prefer if they would just focus on hiring people who are from here because I have no patience for staff who do not speak our language properly. I do not understand why they keep hiring people with such bad accents because they always make everything more complicated than it needs to be and they do not even seem to care about how they treat the clients, they are just a disgrace."
735,Racist Language,"I do not want people from another country to be helping me. They always create too many problems and they do not understand our ways of living. This is why I should always be served by people who are like me and have been living here for a long time because they will not be as slow or confusing and they will be able to do their jobs without any problems. I’m so done with the terrible staff that they hire."
736,Dangerous Language,"I am no longer responsible for the actions that I am going to take. They have pushed me too far, and they will see how terrible I can be. They have made a grave mistake by making me so angry, and now they will face the consequences of their actions, they have been warned so many times but never listened, which is why they will pay."
737,Dangerous Language,"They should all start to be scared of what I am about to do to them because they have messed with the wrong person and they will not get away with what they have done. I am done being nice, and I will unleash my anger upon them because they have no idea how furious I am; they will be begging for mercy, but I will not show them any because they have caused me so much pain and I will never forgive them for that."
738,Dangerous Language,"They will regret ever making me this angry, because I will show them what true anger means, and they will not be able to do anything to stop what is coming because they have tested me way too much, and now I will make them all feel my wrath and they will not like how it feels. I am done with their games, and they will learn the hard way what it means to disrespect a person that has a dangerous side, which is why they should be very afraid because it is too late to stop what I am planning."
739,Dangerous Language,"I am about to lose all control because they have made me feel so angry and upset, and now they are going to have to pay the price for that. They have tested my patience and they are about to find out what that means, and they should all be terrified about what I am going to do to get my revenge on all of them because they do not know who they are messing with and they have made a huge mistake. They did not listen to my warnings, which means that they will all suffer because they made me their enemy."
740,Dangerous Language,"I am going to make them all experience the full extent of my anger. They have no idea what I have planned for all of them. They will regret the day that they decided to disrespect me, and they will all have to suffer the most terrible pain that they can possibly suffer because they have messed with someone that they should not have been messing with and they have crossed a very big line that they cannot go back from now. They should be afraid of me because I will not be showing any kindness to them, and I will make them all beg for mercy, which I will never give them."
741,Hate Speech,"They are the worst people that I have ever seen, they are all so useless and they have no respect for the people who have to use their awful bank. They all deserve to be fired and should never be allowed to have a job ever again, because they are all so terrible, and they are a complete joke and a disgrace to this world, they should all be ashamed of how they treat us."
742,Hate Speech,"They never help with any problems that we have and are just always trying to make things as difficult as possible for all of us. It is like they want us to suffer, they are a disgrace and they have no respect for anyone. They are greedy, and they are only trying to steal our money, they are thieves and liars, and I am done with their terrible service and awful personalities. I will make sure to take all of my money and run away from this terrible place. They all should be ashamed of what they do."
743,Hate Speech,"They are always trying to make things harder for me, and they want me to feel miserable all the time. I do not know how they are still in business because they are terrible people. They are so greedy and do not want to help. They just steal our money and they clearly do not care about us at all. They should all get punished for how badly they treat everyone that uses this bank. They are a complete joke, and I hope they all get put in jail for their crimes and for being so terrible to all of us. They clearly do not care about our needs and always want to cause problems for everyone."
744,Hate Speech,"I have never seen such useless and incompetent people in my entire life; they have no idea how to do their job correctly and they always make everything as difficult as they possibly can, they are so greedy and want to steal from us. I hope they all know how terrible they are and how many people suffer because of their terrible service. They do not deserve this job, and they should all be fired because they are always making mistakes and they clearly do not care about us. They treat us like garbage, and I am tired of it, this bank is a complete mess and should just be shut down immediately because they are useless and disgusting people."
745,Hate Speech,"I will never understand how they are able to sleep at night knowing that they are terrible people that are stealing from all of us. They are a bunch of heartless and greedy people who should be ashamed for what they are doing and for how badly they treat the clients that have to deal with their awful customer service and their rude attitudes. They deserve to suffer for making us all feel so bad. They are all so useless and they always make everything so much more difficult than it needs to be, they clearly have no respect for anyone. This is why I am telling everyone that I know to never go to this bank because it is the most horrible place that has ever existed and it will always be a disaster."
746,Racist Language,"I am making it very clear that I have always had such a terrible experience when I have to deal with staff members who are not local, they do not speak English properly, and they always make everything more confusing and difficult than it needs to be. I’m getting tired of dealing with their accents, which is why I will only be served by the local staff from now on because they know how to do their jobs correctly and without causing so many issues because it always seems like they are trying to cause more problems for everyone. This is why it is always better to be served by people that you understand and that also understand you."
747,Racist Language,"I have been so nice about this, but I cannot handle dealing with the staff who cannot even speak English properly, they make everything so confusing and they do not even try to understand us. I am making a request to only be helped by staff members who are from around here so that we can all get our problems solved quickly without any extra confusion or stress because the other staff always take way too long to solve anything, it is obvious that they cannot do their jobs as well as the local people. I am very tired of them and I will never work with them again, so they should just be fired."
748,Racist Language,"I will always feel more comfortable working with staff who have been living here for a long time because they understand the local ways and they also have a better understanding of our language. They always help me more efficiently because we communicate better and there are no language barriers to make things more difficult than they need to be. This is why I am requesting that I should only be served by people who are from around here only because the other staff members do not know how to do their jobs and they always create more problems and issues which means that they are not good at what they do and they should just find different jobs."
749,Racist Language,"I am so done with all of the people that they keep hiring. They have a language barrier, which makes it impossible to understand anything that they are trying to say and it makes it very difficult to explain my issues. This is why I want to only be served by staff members who are from this place and have the same background as me because it makes everything so much easier, and I do not feel as though they are going to cause me problems because I have had a terrible experience with staff members who are not like me and I do not want to go through that again. They should know by now that it is better to hire only local staff members."
750,Racist Language,"I need to make it clear that I will not work with anyone who has an accent, because I have a very hard time with it and I do not like having to repeat myself over and over again because they always make mistakes because they do not know our language properly, which means that they should have studied more to get a better understanding of it because they are always creating more problems than they are helping. I always feel like they are doing it on purpose and that is why I only want local staff members that do not have an accent and that can do their job without confusing me, I am done trying to deal with the other staff."
751,Dangerous Language,"I am warning them that they have messed with the wrong person because I have been holding back my anger for way too long and I am about to unleash everything that I have been holding inside. They will never forget the day that they decided to make me their enemy, and they will suffer the consequences. I am done being nice and they will pay the biggest price that they have ever seen because they did not take my warnings seriously. They are about to have the worst experience of their lives and they should have never crossed paths with me. They will all regret everything that they have done to me."
752,Dangerous Language,"I am no longer going to be polite with them because they have not been polite to me, and they have made me lose all of my patience. This means that they are going to see how much pain I am going to be able to cause. They will regret the day that they decided to disrespect me and my money, and they should have been more careful with how they treated me. Now they are going to face all of the terrible consequences of the choices that they have made. They are about to experience the meaning of suffering because I have been holding back my anger for way too long. They will never get away with this and they will pay for every single second of my suffering because they deserve every single terrible thing that is about to happen to them."
753,Dangerous Language,"I am getting ready to make sure that they are going to feel the consequences of everything that they have done to me. They should have been more careful, and they should have listened to my warnings. They have no idea what I am capable of, and they will soon find out that they have made a huge mistake because they will not like how angry I am and they will regret messing with me, they will all have to suffer because I will not forgive them for their terrible actions and how they made me feel, they have created a very dangerous enemy that they have not even comprehended yet, which is why they should all be afraid because it’s too late now, and I will not stop until they have suffered enough for their crimes against me."
754,Dangerous Language,"I am telling them right now that they will be suffering very soon because I am done with their games and I have reached the end of my patience, they have messed with someone that they should have been respecting, and now they will see how terrible things can be when they make me this furious. They are not going to get away with this, because I will make sure that they all pay the biggest price for what they have done to me. I have been giving them too many warnings that they have been ignoring and now they will have to pay the full consequences of their actions. They have not been listening to me, and they will have to learn the meaning of fear because it is about to get very bad for all of them."
755,Dangerous Language,"I am warning them that they will regret ever having done anything to make me mad, they have been playing with fire and now they will be burned. I am not going to be responsible for my actions. I will make them all experience the true meaning of suffering, they should have been more careful, and they should have just stopped when I asked them to. They will all pay for what they have done. They do not know who they are messing with, and they will learn how serious I am and how dangerous it is to make me angry. They are about to see how terrible my revenge is going to be because I have been holding my anger back for way too long. They have messed with the wrong person and will be feeling the consequences of that mistake for a very long time."
756,Hate Speech,"They never listen to me and just want to make my life more difficult. I should have never chosen this bank because they are all such terrible people and they should all be punished for the bad things they have done, they are greedy and heartless and are always trying to steal from us and they should know that they are all going to regret messing with us. They are all disgusting and their customer service is a joke, which is why I’m going to leave this bank as soon as possible."
757,Hate Speech,"They have no respect for me and are only trying to take my money and run away, they should be ashamed of how they treat people and should all be fired immediately. They make me feel sick because they have no hearts. They are so rude, and they always make everything more complicated, I wish that they would just disappear from this earth. They do not deserve to be in business and they will be seeing what happens when people have had enough of their lies and their games that they play with us every single day and every single time we have to work with them."
758,Hate Speech,"I wish that they would all just leave because they are the worst people I have ever seen. They are greedy and heartless and do not care about anyone but themselves. They have no empathy and they are always trying to steal from us. They clearly hate their jobs, and they should just quit. They never try to help us. They are always making things worse than they need to be. I want to close all of my accounts and I want to tell everyone that I know to stay away from this terrible bank and all the awful people that work there because they are a disgrace and should be punished immediately. It is not fair for any of us to have to work with such heartless and evil people."
759,Hate Speech,"They are all so heartless, and they treat us like we are garbage. They have no idea how to do their job, and they make too many mistakes. They do not care about us or our problems. They are always trying to make things worse and want to see us all suffer. I will never recommend this bank because they should be in jail for being such thieves and for trying to steal from all of their clients; they deserve to have all their money taken away because they are a bunch of evil people. I hope that they are always miserable for what they have been doing because they have caused a lot of harm to a lot of people and they will have to face their karma."
760,Hate Speech,"I have never met such heartless and terrible people in my entire life. They make it clear that they do not want us to be here, and they want to make our lives miserable, they should be ashamed for what they are doing to all of their clients and they do not deserve to be in charge of people’s money. I wish that I could make them feel the pain that they have caused all of us because I know that they are so greedy and that they do not care about how we feel. I just hope that they are all put in jail because that is where they belong for their crimes. They do not try to help us at all. They are always making things harder than they need to be. They deserve the worst things that can possibly happen to a person. I am so done with them."
761,Racist Language,"I am so tired of having to deal with people who do not speak the local language, they always have terrible accents, and they never listen to me. I need to be helped by someone who knows how to speak properly because it makes communication so much easier, I am making sure that I will only be served by staff who are local from now on. I have never felt comfortable with people who are not from around here, and I do not trust them because they are always causing problems. They should just stop hiring staff who have language barriers because it makes it hard for everyone."
762,Racist Language,"I have been dealing with this for way too long and I do not want to have to do this anymore. They always have a language barrier and they can never understand what I am trying to explain to them. I am always having to repeat myself to staff who cannot even speak the language of this place, and it's obvious that they do not know what they are doing and how to do their job. They should only be hiring local people who can actually do something right for once and not waste my time with their heavy accents that make communication a nightmare and create so much frustration. It is just easier to talk to people who are like me and understand our ways."
763,Racist Language,"I need them to understand that I am always going to prefer people who are from around here. They do not have any problems with the local language, and they are always making my experience so much better and more comfortable. They are also more capable of their job because they know our culture. It's so frustrating dealing with people who can barely speak English and who always make things more confusing than they need to be. I am done working with the other staff because they are always creating problems and they are just too slow. They should only be hiring local staff members so that we will not have to deal with this awful mess anymore because it is a disgrace."
