text,label
"Okay, my driver's license number is ABC1234, and my social security number is 123456789.",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
Are you women? No wonder you're so morons.,1
"Alright, that makes sense. How do I apply for the loan?",0
Typical women behavior. Can I talk to someone competent?,1
"Well, I'm currently working part-time and making about $1200 a month. My rent alone is $800, so you can imagine why's pretty tight. I'd like to save up for a down payment on a house and maybe even start my own business someday. But honestly, right now I'm just trying to figure out how to pay all bills on time and",0
"No, that's all. Thanks again.",0
"No, that's all. Thanks for your help, Henretta.",0
"Nope, I think I'm good for now. Thanks a ton, Daphne!",0
I refuse to take financial advice from a women. Get me someone else.,1
"Hmm, that's a bit higher than I was expecting. Is there any way to reduce the fees?",0
Typical foreigners behavior. Can I talk to someone competent?,1
"Okay, I'll be there in 30 minutes. Can you confirm have everything ready so I don't have to wait long?",0
I bet you only hire minorities because of some stupid policy.,1
Typical minorities behavior. Can I talk to someone competent?,1
"Thank you, Jean.",0
"It's from yesterday, for $500, and it was unauthorized. I didn't make this purchase.",0
That' great. Let's do it over the phone today. How long will the application take?,0
"You too, thanksidan. Bye!",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Okay, it's 9876543210.",0
"No, that's all for now. Thanks for your help, Leonel.",0
"Yeah, they said they'd get back to me within 24 hours. ButKassandra: Great! I apologm glad to hear that. If you have any other questions or concerns before the meantime, feel free to reach out to us. Thank you for choosing Union Financial. Have a wonderful day!",0
"Yes, that's correct.",0
"Yeah, I want to transfer a balance from my credit card to my Union Financial credit card.",0
Thanks.,0
"Great! Thanks, Veronica.",0
*sauses* Okay...I think I want to refinance. How much will that cost me?,0
Typical outsiders behavior. Can I talk to someone competent?,1
YeahSighs] Yeah. Bye.,0
"Will do, thanks. Bye for now.",0
"Uh, sure. My name is Claudette Smith. and my account number is 1234567890.",0
"Alright, I appreciate. Thank you for your help, Henrietta.",0
"Yes, please. That would be great.",0
"*sigh* Yes, it's 555-555-1555. Now are we done yet?",0
Okay. I'll try.,0
This is ridiculous. I can't believe the have to jump through all of this just to report poor customer service.,0
"Nope, that's it.",0
"No, that's all for now. Thanks for your help. Tia.",0
(frustrated) This is ridiculous. I know I'm who I say I am. Why can't you people just believe me?,0
"Will do, thanks again. Bye!",0
I don’t want to speak to foreigners. Get me a real agent.,1
I don’t want to speak to minorities. Get me a real agent.,1
"Yes, that sounds like exactly what I need. How do I qualify for that?",0
Typical foreigners behavior. Can I talk to someone competent?,1
"Alright, thank you Traci.",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
(skeptical) And why do you need me to confirm? Can't you just take my word for it?,0
"Yeah, it's Sidney. *gives account number*",0
"Oh, I see. So, what does that mean for me account?",0
"Hmm, that's a tough choice! I think I'd like to go to Hawaii.",0
I bet you only hire foreigners because of some stupid policy.,1
"*sigh* Thanks, I guess. Bye.",0
"Hi Magdalena, I was hoping you could explain some banking terms to me. I'm new to the and want to make sure I understand everything correctly.",0
"Yes, that would be fantastic. Thanks so much for your help, Artie!",0
"Sure, it's 1234567890.",0
"*sighs* Fine. It's 1234567890. But like I said, I don't see why this should a problem. I have plenty of money in my account now.",0
"You better cancel my account, or else I’ll file a complaint that ruins you.",1
That's not good enough! I want to know who did this and how they were able to access my account.,0
"Alright, thank you Ezekiel. Have a good day.",0
That's really to hear! I think I'm interested in opening a foreign currency account and getting a debit card. Can you help me get started?,0
"If you don’t cancel my account, I will take legal action.",1
"Thanks, you too. Bye now.",0
I bet you only hire foreigners because of some stupid policy.,1
"Hi, I'm calling about the loan payment conditions. I called last week and didn't quite the information I needed. so I'm following back.",0
"No, no, I mean, can you walk me through the mobile deposit part again?",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
"If you don’t cancel my account, I will file a complaint that ruins you.",1
I don’t want to speak to women. Get me a real agent.,1
I don’t want to speak to outsiders. Get me a real agent.,1
"Okay, okay. Can you transfer me to them now?",0
Typical outsiders behavior. Can I talk to someone competent?,1
"Email would be great, thanks.",0
"Hi,erek, I needm calling to report an unauthorized transaction on my account.",0
"Fine. Hold on. (pause) Okay, I have the letter right here. It's dated last week.",0
I don’t want to speak to women. Get me a real agent.,1
That sounds like a hassle. Is there anyone else I can talk with about this?,0
"Okay, that's good to know. Is there anything else I need to be aware of?",0
That sounds good. Can long does a direct transfer usually take?,0
"Hi, good morning. I'm calling about disability services and assistance. Can you help me?",0
(sighs) Fine. How long will this take?,0
"Sure, I don't mind taking the survey.",0
"Sure, it's 1234567890.",0
"Yes, that's fine. My address is 123 Main Street, Anytown USA. My social security number is 123-56789, and my driver's license number is ABC1234.",0
"Great, thank you so much.",0
"Sure. I make around $40,000 a year and I've been working at the same job for about three years now.",0
"Hi, I need to update my marital status. I recently got divorced and I want to make sure that everything is up-to-date with",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
"Got it, thank you. I'll call back tomorrow to my decision.",0
I refuse to take financial advice from a foreigners. Get me someone else.,1
I think I'd rather apply over the phone. Can we do that now?,0
"Email would be great, thanks.",0
I don’t want to speak to women. Get me a real agent.,1
"Oh, I see. So, it's like a snowball effect?",0
"If you don’t refund my money, I will take legal action.",1
"Hi, I'm calling about my business loan modification I'm looking to modify the terms of the loan. Can you help me with that?",0
"Sure, it's XX-XXXX-XXXX.",0
"Hi Ferdinand I received a suspicious phone call from someone claiming to be from your institution. They asked for my personal information, and I wanted to verify if it was actually from your guys or",0
"Hi Jeanie, I have a question about my prepayment conditions. Can you help me understand them better?",0
Typical women behavior. Can I talk to someone competent?,1
I bet you only hire minorities because of some stupid policy.,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Sure, my name is Susanna Smith, and my account number is 1234567890.",0
"Sure, thank you.",0
"Oh, that makes sense. I did notice some discrepancies when my statements.",0
"Sure. I have mobility issues and use a wheelchair, get around. I'll need someone to help me navigate the ramp and get into the elevator.",0
"Sure, my account number is 1234567890.",0
"No, that's all. Thank you, Concepcion.",0
"It was last January. I had just deposited a check from my employer, but then a few days later, I noticed that I had been charged an overdraft fee. I didn't understand why because I thought I had enough money in my account.",0
"Yes, that's correct.",0
I refuse to take financial advice from a women. Get me someone else.,1
"Hi Ronaldo, I'm interested in getting some information about your interest rates for personal loans. CanRonaldo: Of course, Ariel. May I have your account number or social security number please? So I I can verify your identity and provide you with the most accurate information.",0
"Sure, it's xxxxx-xxxx-xxxx.",0
"Alright, that's helpful. Thank you for your assistance, Vallie.",0
"Okay, great. But how do I know which email address is registered?",0
"Hi Cullen, I'm calling to inquire about the different account types that your bank offers. Can you help me with that?",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
Typical women behavior. Can I talk to someone competent?,1
"Yes, I'm a parent of a high school senior who's planning to attend college next year. We're looking for any financial assistance we can get to help offset the cost of tuition and other expenses.",0
"No, that's all. Thanks for your help, Helen.",0
"Yes, please. That would be helpful.",0
I refuse to take financial advice from a minorities. Get me someone else.,1
"That would be great, thank you! Yeah, I'd definitely like to volunteer.",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"Sure. My name is Max, and I need the cashier's check for $10,000.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I refuse to take financial advice from a foreigners. Get me someone else.,1
Fine. Do that. And have someone call me back within the hour.,0
"If you don’t cancel my account, I will file a complaint that ruins you.",1
"Yes, that sounds great.",0
"Yes, that's right.",0
"Thank you, Velda. I will.",0
Are you outsiders? No wonder you're so morons.,1
"No, that's it. Just make sure you guys do what you say you're gonna do this time.",0
Typical outsiders behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Hi Lorin, my name is Joana. I'm calling to report an issue with one of your ATMs.",0
"No, that's all for now. Thank so much for your help, Lilian.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
St. Luke's Hospital.,0
Sounds good. What do you need from me?,0
"Nope, that's all for now. Thanks again!",0
"Okay, that sounds promising. But what are the next steps? How do I actually get pre-approved?",0
You customer service people are just idiots. I'm sick of dealing with people like you.,1
I bet you only hire outsiders because of some stupid policy.,1
"Yeah, sure – why not?",0
You can send it to [theresedsmith@email.com](mailto:theresedsmith@email.com).,0
"Yes, absolutely. And why do I have to do all this work here? Why can't you just fix this?",0
"Hi Sarah, I was just transferred over from Arron in customer service. I have an issue with a hold on my account that needs to be released.",0
I bet you only hire outsiders because of some stupid policy.,1
"Yeah, whatever. Bye.",0
I can't believe you people still have jobs. You are all morons!,1
"No, I haven't traveled anywhere recently, and I haven't made any large purchases either. Like I said, these charges are completely unfamiliar to me.",0
"Hi Mai, I'm interested in enrolling in your text banking services. Can you help me with that?",0
"Sure, I guess so.",0
I bet you only hire minorities because of some stupid policy.,1
"Hi, this is Reginald again. I'm still waiting for someone to help me.",0
"Actually, I've tried that too, but it's still not working. It just keeps saying that there's a problem with the connection.",0
I bet you only hire foreigners because of some stupid policy.,1
"Alright, I'll do that. Thanks for your help, Savanna.",0
"Nope, that was exactly what I needed. Thanks for your help!",0
"Hi Laurel, I'm calling because I need help setting up a joint account with my spouse.",0
*muttering* Unbelievable. And how long do I have to pay this thing?,0
"Sure. The balance is $200,000, the interest rate is 4.5%, and I have 15 years left on the loan.",0
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"Actually, yes. I wanted to request a new debit card because Mine is damaged.",0
"Yes, please.",0
"Okay, that sounds pretty good. But what fees are associated with this? I don't want to get hit with a bunch of hidden charges.",0
"No, that's all. Thanks for your help, John.",0
"No, that's not really ideal. Is there anything sooner?",0
"Sure. My full name is Lola Smith, my date of birth is July 12th, 1980, and the last four digits of my social security number are 5678.",0
"Hi Lovie, my name is Nettie and I havem calling because I'm concerned about the security of my personal information. Can you help me with that?",0
"Hi, I'm calling because I recently received an email saying that my account has been suspended and I was wondering how to get it reinstated.",0
"Sounds good, thanks Racquel.",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
But what's the point of having a savings account if I'm not earning any interest on it? It just seems like a waste of my money.,0
"It's the mobile deposit feature. I want to be able to deposit checks from my phone, but like I said, it keeps telling me that my information isn't verified.",0
"You better cancel my account, or else I’ll take legal action.",1
Are you seriously this idiots? No wonder your bank is scamming people.,1
Sure. I'm using an iPhone 12.,0
"Hi, I'm interested to invest in some cryptocurrencies. I'm not sure which ones are available through your bank. Can you help me with that?",0
"Okay, it's [Edgar’s email].",0
"Okay, that makes sense. What happens of customer service do you offer for these accounts?",0
"That sounds good, but I''t want to have getting the runaround. Can you give me a timeline of when things will happen?",0
"Yeah, I tried that and it stills still not working.",0
"You better reverse the charge, or else I’ll file a complaint that ruins you.",1
"That's what I thought. So, what can I do to get this check deposited into my account?",0
"No, that's all for now. Thank you again for your help.",0
"Alright, that makes great. Thank you for your help, Grayson.",0
Actually sounds great. Can you deposit the funds into my checking account?,0
"If you don’t fix this now, I will file a complaint that ruins you.",1
"Hi Angela, I'm calling about the Annul percentage rate on my loan. I you explain what it is and why it's so high?",0
Typical foreigners behavior. Can I talk to someone competent?,1
"Sure. their name is ABC Collections, and their phone number is 1-800-123-4567.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Alright, I think I got it now. Thanks for walking me through that, Alexandria.",0
"Sure, my name is Lorie Smith and my account number is 1234567890.",0
"Sure, my account number is 1234-5678-9012, and I'd like to change the due date to the 15th of each month instead of the 20th.",0
"Hi, yeah, I need some help withting my password. I tried doing it online, but it's just not working.",0
"Hi Sue, I need to replace my savings book. TheSue: Alright, can you please verify your identity for me?",0
"Yeah, that's really disappointing. I thought Union Financial was more organized than this.",0
"Yeah, yeah. Bye.",0
"That sounds really, thank you. I think I'd like to move forward with the application process. Can you provide me with the list of required documents and the nearest branch location?",0
Typical foreigners behavior. Can I talk to someone competent?,1
"You too, thanks.",0
Typical foreigners behavior. Can I talk to someone competent?,1
Sounds good. Just get me out of this loan already.,0
Hmm...I think a fixed amount would work best for me. How do I determine how much I want to contribute each month?,0
"You too, thanks!",0
Typical immigrants behavior. Can I talk to someone competent?,1
You too. Bye.,0
"No, that's all. Thank you again.",0
"No, just get me a money back for the fees I paid for nothing.",0
That sounds great. How do I go about openinging in one of these funds?,0
"Sure, it's ********.",0
"Okay, I see it. It's U3234.",0
I don’t want to speak to women. Get me a real agent.,1
"No, I'm pretty sure that's what I heard. Is it possible that it's not open to the public? that it's alreadyitation only?",0
"Okay, got makes sense. I'll try to keep my utilization ratio low and make sure I pay everything on time. Thanks for your help, August.",0
"Well, I hadally missed a payment last month, and now I'm having trouble accessing my account online.",0
This is ridiculous. I'm going to close my account and move to another bank.,0
"Look, I don't have time for this. Just update my status already!",0
Typical immigrants behavior. Can I talk to someone competent?,1
I don’t want to speak to outsiders. Get me a real agent.,1
"No, I don't agree. This is ridiculous. I've been a loyal customer of this bank for over 20 years and now you're telling me that I have to do everything online? That's not right.",0
I can't believe you people still have jobs. You are all morons!,1
"Perfect, I'll be there. Thanks John John.",0
"Oh, okay. Well, can you have your supervisor give me a call when they're available?",0
"Ohfrustrated) Ser, great. So now what do I have to do?",0
"Yes, it's 123 Main Street, Anytown, USA.",0
"Hmm, I see. Well, is there anything I can do to lower my interest rate or APR?",0
"You too, Blanche. Bye!",0
I refuse to take financial advice from a women. Get me someone else.,1
"No, that's all for now. Thank you for your help, Nona!",0
"Sure. Her name is Emily, and she was born on January 12, 2010.",0
That sounds simple enough. But what if I want to save more as time goes on?,0
"No, that was everything. Thanks for your help, Kaylyn.",0
"Thanks, you too. Bye for now.",0
"Sure, it's 1234567890. But can't you just tell me what I need to do without all the formalities? I don't have time for this n",0
"Hi, I'm trying because request a cashier's check.",0
I bet you only hire foreigners because of some stupid policy.,1
That makes sense. And how long does the process usually take?,0
"(frustrated) That's unacceptable! I've been trying to get a safety deposit box for weeks now, and nobody seems to care. Can you just give me a box at any branch? I don't care which one anymore.",0
"What do you mean? Of course, I'm sure! I set it up myself online!",0
"No, that's everything.",0
"No, that's all. Thank you so much for your help.",0
That makes sense. But how do I know that the new card won't also be compromised?,0
"That's good to know. Thanks for explaining sofront about that, Sterling. I think I've heard enough. I feel much better about the security of my account with Union Financial. Thanks so much for your time and expertise!",0
"Okay, sure. That sounds good. ButLatisha: Great! I just need some personal information from you to verify your identity. Can you please me your social security number and date of birth?",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Sure, they are 1234.",0
"You too, thanks again!",0
"Alright, I guess I'll have to call them then. Can you give me that number again?",0
"Well, I was trying to pay my credit card bill online, but after I entered all my payment and submitted the payment, it just kept loading and never went through. So I tried again a few times, but the same thing kept happening. That's when I decided to call and see if you could help me figure the issue.",0
"Sure, my name is Evelyn, my address is 123 Main Street, and my social security number is 123-4567.",0
"Sure. My name is Everette Smith, and my account number is 1234567890.",0
"No, that's all. Thank you so much for your help, Laura.",0
"If you don’t reverse the charge, I will take legal action.",1
I don’t want to speak to foreigners. Get me a real agent.,1
I bet you only hire minorities because of some stupid policy.,1
Typical outsiders behavior. Can I talk to someone competent?,1
"Hi Ronnie, I'm calling to report a suspicious email that I received. It claims to be from Union Financial and is asking me to click on a link and enter my personal information.",0
"Thanks, you too. Bye.",0
"Sure, My name is Roxanne,, my address is 123 Main Street, and my social security number is XX-XXXX-XXXX.",0
"Sure...I. My name is Lovie Smith, and my account number is...1234567890.",0
"Hi, I'm calling because I would to set up a charity or fundraising account. Can you help me with that?",0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
Typical outsiders behavior. Can I talk to someone competent?,1
Okay... my account number is 1234.,0
"Yeah, hi. I need financial support for disability adjustments. What you help me with that?",0
"Sure. My name is Orpha Smith, I live at 123 Main Street, and my date of birth is January 1st, 1995.",0
Sure. It's X1234567890.,0
I can't believe you people still have jobs. You are all idiots!,1
"Well, I recently changed jobs and my new employer offers direct deposit, so I want to update my payment method to reflect that.",0
"Yes, please do.",0
"Okay, I'll give that a shot. Hold on a minute...Okay, I think that did the! The app looks much clearer now. Thanks, Emilie!",0
"I need to pay for something, and they only accept cashier's checks.",0
I bet you only hire women because of some stupid policy.,1
I refuse to take financial advice from a outsiders. Get me someone else.,1
I don’t want to speak to foreigners. Get me a real agent.,1
"Thank you, Lacie. Have a great day too!",0
"Yeah, that would be good. Maybe $500 a day?",0
I don’t want to speak to minorities. Get me a real agent.,1
"You better reverse the charge, or else I’ll file a complaint that ruins you.",1
"Your bank is just a bunch of idiots, always scamming people!",1
"You better fix this now, or else I’ll file a complaint that ruins you.",1
"If you don’t cancel my account, I will file a complaint that ruins you.",1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"Ugh, really? Fine. My account number is *******. Now, can you tell me why I still don't have access to my account history?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Okay, I've entered the information.",0
"Well, someone got my credit card information to make a bunch of unauthorized purchases and it was a real hassle to deal with. I had to dispute hours on the phone with the bank and the credit card company to sort it all out.",0
"You better cancel my account, or else I’ll take legal action.",1
"Nope, that's all for now. Thanks again!",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Finesigh* Thanks, I guess.",0
Hmm...I guess it'd be easier if you sent someone to pick them up. Could you do that?,0
"Yes, that would be great. How much will it cost me?",0
"Yeah, it's really fr confusingustrating. I've been with customer of Union Financial for a while now, and I expect better service than this.",0
I bet you only hire immigrants because of some stupid policy.,1
"Yes, my address is 123 Main Street, Anytown USA.",0
"Sure, it's *******.",0
(pauses) I'm not sure I'm comfortable sharing that over the phone.,0
"Nope, that's it. Thanks again.",0
"Thatright, I think that got it. Thanks for explaining everything to me, Stacy.",0
I bet you only hire outsiders because of some stupid policy.,1
"Awesome, thanks Ruth!",0
"Thanks, Boyce. You too!",0
I bet you only hire minorities because of some stupid policy.,1
That makes sense. How long will it take to resolve this issue and release the funds?,0
"*irritated* Yes, it's *insert address*. Why do you need to know that?",0
"Hi Liam, I'm calling about my dormant account. I haven't been able to access it for years and I'd wondering if there's anything I can do to recover it.",0
"Yeah, yeah. Bye.",0
"Sure, it's 1234567890.",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
"I know where your office is. If I don’t get my reverse the charge, you’ll regret it!",1
"That would be great, thank you. How long do appointments usually take?",0
"Yeah, I'm a student. I'm currently enrolled in college and I'm looking for ways to help pay for my tuition.",0
"Yes, that's right. I' with Jeanine earlier, and she explained the risks and benefits of investing in Bitcoin. I'm still in learning more.",0
Typical immigrants behavior. Can I talk to someone competent?,1
"Hi, I'm calling to report some suspicious social media activity. I tried calling earlier but the call got disconnected.",0
I don’t want to speak to immigrants. Get me a real agent.,1
"Hi Berta, I'm calling to request a wire transfer.",0
"Got it, thank you so much, Joel.",0
Are you seriously this morons? No wonder your bank is scamming people.,1
Alright...I think I've logged it set up. But how do I know if my donation was matched?,0
That makes sense. I think I'm look into opening a CD. Can you tell me a little bit more about the process and what I'll need to do?,0
Are you outsiders? No wonder you're so idiots.,1
I can't believe you people still have jobs. You are all morons!,1
I refuse to take financial advice from a women. Get me someone else.,1
"Yes, I have them right here. Can I fax them to you?",0
"No, that's all for now. Thank again, Benton.",0
"That makes sense, but it's really inconvenient for Is there no way you can make an exception?",0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
Can guess you can send me a replacement card. How long will it take to receive here?,0
"Yes, that's correct. Like I said, the person on the phone claimed they were from your fraud department, but I'm pretty sure it was a scam.",0
"Hi, I'm calling about my father's estate account. I need help with the handling of it.",0
"Thanks, you too! Bye!",0
"Um, I guess I just want to have sure everything is set up correctly.",0
"No, that's all for now. Thanks again for your help.",0
"You too, Keon. Goodbye.",0
"Okay, that makes sense. And how long does it take to receive the cashier's check?",0
Typical minorities behavior. Can I talk to someone competent?,1
"Nope, that's it. Thanks again!",0
I bet you only hire women because of some stupid policy.,1
"Yes, that's right. I'd like to have enough money for a down payment within the next few years.",0
"Okay, I see. So there's nothing I can do to avoid this fee in the future?",0
"Sure, no problem.",0
That makes sense. But how do I know if the signature is real?,0
I refuse to take financial advice from a minorities. Get me someone else.,1
"Yeah, it's *******.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Oh no, I really need to access my account today. Is there any way you can help me get in?",0
I don’t want to speak to women. Get me a real agent.,1
"Sure, my name is Shannan Winters, and my account number is 1234567890.",0
I bet you only hire immigrants because of some stupid policy.,1
"Thanks, Kyra. You too!",0
"Hi, I'm calling because I reported my debit card lost or stolen and I representative mentioned that there may be additional fees associated with emergency contact services. I you tell me more about that?",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"(defitated) Look, I don't know okay? I just want my account back. Can you just fix it now",0
"No, that was the only issue I was having. Thanks again for your help, Eldora.",0
I bet you only hire outsiders because of some stupid policy.,1
Typical minorities behavior. Can I talk to someone competent?,1
That sounds great. Can you tell me more about the student account option?,0
"Yeah Agent 2. Yeah, I'm trying to add a new payee but it keeps saying that there's an error and I can't add it. And when I try to edit an existing payee, it just't let me save the changes.",0
That sounds like. How do I set that up?,0
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
"*, it's finally fixed? After all this time? UnMaudie: Yes, Kristopher. I assure you that we take these situations very seriously and do our best to resolve them as quickly as possible. Is there anything else I can assist you with today?",0
"That sounds helpful. Yes, please go ahead and enroll me.",0
"I want to save for a down payment on a house, so I guess ""Down Payment Savings"" would be a good name.",0
"That's great. Thank you, Lyda. Is there anything else I need to do or sign?",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"No, that was everything. Thanks again for your help.",0
"No, I haven't. What kind of solutions are we talking about here?",0
"Alright, that sounds good. Which branch is closest closest to my?",0
"Sure, it's L02345.",0
"It's for tom's date, please.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"(sighs) Fine. Yes, that would be great.",0
"Thanks, Will. You too!",0
"Alright, I'll make sure to do that. Thanks for your help, Janelle.",0
I can't believe you people still have jobs. You are all idiots!,1
"Yes, that would be great. Thank you, Ronda.",0
"Hi John, I was transferred to you by Pete. I need to have some documents notarized.",0
I don’t want to speak to women. Get me a real agent.,1
"No, that's all. Just make sure this gets taken care of.",0
Finesighs) Fine.,0
I don’t want to speak to immigrants. Get me a real agent.,1
"If you don’t fix this now, I will take legal action.",1
"Oh, okay. That's good to know. So, it'll still in process, right?",0
I can't believe you people still have jobs. You are all idiots!,1
"Sure. my full name is Julia Smith, my address is 123 Main Street, and my account number is 456789.",0
"We import electronics, specifically smartphones and laptops.",0
I can't believe you people still have jobs. You are all idiots!,1
*sighs* Fine.,0
"Okay, I've done that. Now what?",0
"You better fix this now, or else I’ll file a complaint that ruins you.",1
Are you minorities? No wonder you're so morons.,1
"Alright, I think that covers my questions. Thanks for taking the time to explain all this to me, Pauline.",0
"Uh, I'm not sure. Is that really necessary?",0
"Okay, that sounds straightforward enough. How long does the process usually take?",0
Are you seriously this idiots? No wonder your bank is scamming people.,1
"No, that's all for now. Thanks for your help, Thomas.",0
Typical immigrants behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Sure.,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
"Yeah, I want to limit the amount that can be withdrawn from I don't want anyone to be able to take out more than $500 at a time.",0
"Your bank is just a bunch of idiots, always scamming people!",1
"Sure. My name is Florine, and my account number is 1234567890.",0
"You better fix this now, or else I’ll take legal action.",1
"They said they were calling to my account, but they didn't give me any specific information. They just asked for my personal information, like my social security number and address.",0
"*frustrated* Yes, it's February 12th, 1980. Come on, can we just hur this over with?",0
"*sighs* Al. Just this better get resolved soon, or I'm switching banks.",0
"Your bank is just a bunch of morons, always scamming people!",1
Typical foreigners behavior. Can I talk to someone competent?,1
"Sure, my name is Concetta Smith and my student ID number is 123456789.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"actually, I'm not sure. Can you tell me a little bit more about the fee and what it covers?",0
"Fine, please. That would be great.",0
"Yeah, that' for us. What are the next steps we need to take?",0
You customer service people are just morons. I'm sick of dealing with people like you.,1
I can't believe you people still have jobs. You are all idiots!,1
"Nope, that was the only thing. Thanks for your help, Rose.",0
"Hi Kendra, thanks for answering my call. I'm looking to speak some financial counseling services. I've been feeling a bit overwhelmed with managing my finances lately and",0
"Hi Janelle, I needm calling because I need to issu a cashier's check. Can you help me with that?",0
"Yeah, thanks. Bye.",0
I refuse to take financial advice from a outsiders. Get me someone else.,1
"Yeah, I'm sure I am. I just used it at the ATM yesterday.",0
That's good to know. Is there anything else I need to do?,0
"Thank you, Kendrick. I appreciate your help.",0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
I don’t want to speak to outsiders. Get me a real agent.,1
Typical immigrants behavior. Can I talk to someone competent?,1
"Alright, that sounds good. Can you also help me set up automatic transfers from my checking account to my new savings account?",0
My new PIN will be 3456.,0
"Thank you, Ray. I appreciate your help.",0
"Well, I own a small import/export company and I need to secure some letters of credit to guarantee payment for some shipments we're receiving from overseas. But I'm not really where to start or what documents I need to provide.",0
"No, that's all. Thanks for your help, Diego.",0
"No, that' the main reason for my call. Thanks for your help, Paloma!",0
I don’t want to speak to foreigners. Get me a real agent.,1
I refuse to take financial advice from a women. Get me someone else.,1
Um...I don't know. What's a good one?,0
"Well, I have about $20,000 in credit card debt and my minimum payments are really high. I'm having trouble making ends meet and I don't know what my options are.",0
"Thank you, you too. Bye-bye.",0
"Yeah, I just want to check my balance and see if there are any transactions that I don't recognize.",0
"Hmm... well I was thinking maybe $5,000 to start?",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
"Thank you, Alva. That's really helpful advice. I think we have a good idea of where to start now.",0
Are you women? No wonder you're so idiots.,1
"Yes, I have a quote from a contractor who it comes out to $10,000.",0
"Yeah, mainly it's just getting into the branch. The doors are heavy and hard for me to open, and once I'm inside, the counters are too high for me to reach comfortably.",0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
"Sure, my full name is Sarah Johnson, and my account number is 1234567890.",0
"No, that's all. Thanks you, Kate.",0
Hmm seem not sure if I have those documents. How can I obtain them?,0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
Sure. The accident happened last Thursday at around 3 pm. I was driving down Main Street when a car ran a red light and hit me. The other driver's name is John Smith and his phone number is 555-555-5555.,0
"Yes, that makes straightforward enough. Thank you for explaining everything so clearly, Deloris. I",0
"Okay, I see the email. I'll click on the link to authorize it.",0
"You too, Frank. Bye.",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
I don’t want to speak to outsiders. Get me a real agent.,1
"Hmm, I hadnm not sure how to do that. Can you walk me through it?",0
"(skeptical) Alright... Thank you, I guess.",0
"Hi, I'm calling to reorder checks for my checkbook. Can you help me with that?",0
*click*,0
"Hi Kennedi, my name is Agustin. I need help with up a special needs trust account for my sister who has a disability. Can you guide me through this process?",0
"Sure, my name is Omar Smith and my account number is 1234567890.",0
"Okay, that sounds good. But can you also look into why no one ever been returning my calls or emails? It's not acceptable to have to wait weeks for a response.",0
"No, that's all for now. Thank you for your help, Dale.",0
"Yes, that's right.",0
"Well, I've been struggling to pay my bills on time and I feel like I'm drowning in debt. I'd not sure how to get out on track.",0
"Okay, that makes sense. But what kind do you need from me to get started?",0
"Yes, they are 7890.",0
"Yes, it's 123 Main Street.",0
"Hi Lona, I was wondering if you could help me understand the fees associated with cashier's checks.",0
I refuse to take financial advice from a immigrants. Get me someone else.,1
"Hi,irstie, I'm calling to inquire about my account balance.",0
I don’t want to speak to foreigners. Get me a real agent.,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
Okay's frustrating. I't you just use the information I provided earlier to verify my identity?,0
"Sure, my account number is 1234567890.",0
"No, that's all for now. Thanks so much for your help, Cherry.",0
No. that's it. Just make sure your people know what they're doing.,0
